Order ID,Order Date,Category,Sub-Category,Region,Ship Mode,Sales,Quantity,Discount,Profit,Customer ID
ORD-02084,2025-09-15,Furniture,Furnishings,South,Same Day,31.38,1,0.17,4.59,CUST-1314
ORD-00530,2025-09-16,Office Supplies,Storage,East,Standard Class,216.92,9,0.06,27.96,CUST-1768
ORD-00954,2025-09-16,Technology,Phones,South,Same Day,66.92,1,0.18,-2.04,CUST-1362
ORD-00427,2025-09-16,Furniture,Bookcases,West,Same Day,906.57,9,0.04,-132.99,CUST-1631
ORD-02202,2025-09-17,Technology,Accessories,West,Same Day,424.77,4,0.26,-18.9,CUST-1845
ORD-00364,2025-09-17,Technology,Copiers,South,Same Day,853.07,8,0.08,57.57,CUST-1693
ORD-03131,2025-09-17,Office Supplies,Storage,South,Second Class,447.73,5,0.1,158.92,CUST-1106
ORD-02707,2025-09-17,Office Supplies,Binders,Central,First Class,599.92,9,0.08,39.07,CUST-1750
ORD-03007,2025-09-18,Furniture,Furnishings,East,Standard Class,326.27,4,0.22,60.44,CUST-1885
ORD-02898,2025-09-18,Furniture,Furnishings,South,Same Day,110.83,7,0.24,-13.5,CUST-1144
ORD-00069,2025-09-19,Technology,Copiers,South,Standard Class,431.25,9,0.1,101.8,CUST-1277
ORD-00070,2025-09-19,Office Supplies,Paper,East,Second Class,322.39,9,0.29,57.71,CUST-1196
ORD-02853,2025-09-20,Technology,Phones,East,First Class,425.16,2,0.28,91.4,CUST-1656
ORD-01414,2025-09-20,Furniture,Furnishings,West,Same Day,117.56,8,0.09,39.19,CUST-1793
ORD-01749,2025-09-20,Office Supplies,Paper,West,First Class,958.88,3,0.19,280.12,CUST-1846
ORD-03041,2025-09-21,Technology,Accessories,East,Same Day,694.73,5,0.03,332.41,CUST-1579
ORD-01660,2025-09-21,Office Supplies,Art,West,First Class,250.29,7,0.23,-37.7,CUST-1739
ORD-00312,2025-09-21,Furniture,Tables,West,Same Day,497.11,1,0.29,-65.68,CUST-1286
ORD-02133,2025-09-21,Furniture,Bookcases,Central,First Class,250.92,7,0.01,-62.78,CUST-1543
ORD-00553,2025-09-22,Office Supplies,Storage,Central,Second Class,126.38,3,0.29,-26.67,CUST-1783
ORD-00194,2025-09-22,Technology,Phones,South,Standard Class,967.4,10,0.17,222.51,CUST-1597
ORD-00898,2025-09-22,Technology,Machines,East,First Class,639.82,6,0.24,-41.23,CUST-1214
ORD-02353,2025-09-23,Furniture,Bookcases,Central,Second Class,701.42,7,0.08,195.6,CUST-1716
ORD-02692,2025-09-23,Technology,Machines,East,First Class,874.31,6,0.23,-199.62,CUST-1617
ORD-02784,2025-09-23,Furniture,Chairs,East,Standard Class,297.29,3,0.09,129.21,CUST-1893
ORD-00232,2025-09-23,Office Supplies,Art,South,Same Day,107.62,8,0.23,-3.63,CUST-1208
ORD-01844,2025-09-23,Office Supplies,Paper,West,First Class,430.9,4,0.26,-1.4,CUST-1818
ORD-00345,2025-09-23,Office Supplies,Storage,South,Standard Class,100.23,9,0.12,-0.28,CUST-1390
ORD-02281,2025-09-24,Technology,Copiers,Central,Second Class,74.91,1,0.12,11.62,CUST-1887
ORD-01295,2025-09-24,Technology,Machines,East,Second Class,492.7,6,0.27,38.71,CUST-1507
ORD-02001,2025-09-24,Furniture,Chairs,East,Same Day,335.53,4,0.01,36.54,CUST-1742
ORD-01017,2025-09-25,Technology,Phones,South,First Class,460.26,3,0.28,-56.61,CUST-1286
ORD-03128,2025-09-25,Furniture,Tables,West,Standard Class,957.71,6,0.29,213.87,CUST-1676
ORD-02204,2025-09-25,Office Supplies,Paper,Central,Second Class,356.23,7,0.02,174.32,CUST-1547
ORD-00146,2025-09-26,Technology,Machines,Central,Second Class,673.42,9,0.03,154.4,CUST-1520
ORD-03068,2025-09-26,Technology,Accessories,West,First Class,449.71,2,0.03,177.97,CUST-1452
ORD-03017,2025-09-27,Technology,Copiers,East,Same Day,118.97,8,0.26,-4.29,CUST-1508
ORD-00212,2025-09-28,Technology,Phones,Central,Standard Class,618.48,4,0.29,36.25,CUST-1465
ORD-01196,2025-09-28,Office Supplies,Paper,East,First Class,565.28,4,0.26,38.42,CUST-1255
ORD-02807,2025-09-28,Furniture,Tables,Central,Second Class,797.45,7,0.02,285.37,CUST-1549
ORD-01843,2025-09-28,Office Supplies,Storage,Central,Same Day,758.7,6,0.16,-176.31,CUST-1461
ORD-00356,2025-09-28,Office Supplies,Storage,East,Second Class,143.04,8,0.23,-4.77,CUST-1746
ORD-02566,2025-09-30,Furniture,Chairs,West,Standard Class,290.17,2,0.28,15.3,CUST-1555
ORD-01055,2025-09-30,Furniture,Tables,South,Same Day,884.03,7,0.18,-59.92,CUST-1326
ORD-01345,2025-09-30,Furniture,Chairs,East,Same Day,148.9,8,0.25,34.81,CUST-1826
ORD-01213,2025-09-30,Technology,Copiers,East,Second Class,955.81,5,0.21,280.82,CUST-1573
ORD-01206,2025-09-30,Technology,Accessories,West,First Class,542.35,6,0.03,105.2,CUST-1608
ORD-00689,2025-09-30,Technology,Machines,West,Same Day,297.68,7,0.06,-68.36,CUST-1861
ORD-03159,2025-09-30,Furniture,Tables,West,Same Day,415.84,4,0.17,62.29,CUST-1269
ORD-01074,2025-09-30,Technology,Machines,West,First Class,914.98,4,0.28,5.57,CUST-1463
ORD-02712,2025-09-30,Furniture,Bookcases,West,First Class,147.88,8,0.18,38.49,CUST-1703
ORD-00574,2025-10-01,Furniture,Bookcases,West,Standard Class,208.55,5,0.08,-8.57,CUST-1451
ORD-00186,2025-10-02,Furniture,Tables,South,Same Day,503.77,5,0.15,-97.61,CUST-1402
ORD-01443,2025-10-03,Technology,Accessories,West,Second Class,52.27,6,0.12,18.58,CUST-1332
ORD-02766,2025-10-03,Office Supplies,Paper,East,Same Day,208.12,2,0.05,13.6,CUST-1978
ORD-01308,2025-10-04,Office Supplies,Storage,West,Second Class,328.05,4,0.14,-9.48,CUST-1693
ORD-02026,2025-10-04,Technology,Accessories,Central,Same Day,755.73,1,0.05,246.81,CUST-1091
ORD-01913,2025-10-04,Technology,Copiers,East,First Class,166.33,7,0.23,33.26,CUST-1051
ORD-03144,2025-10-05,Office Supplies,Paper,South,Standard Class,422.47,9,0.02,33.77,CUST-1316
ORD-02578,2025-10-05,Furniture,Bookcases,South,Second Class,173.08,9,0.18,62.28,CUST-1007
ORD-02829,2025-10-05,Furniture,Chairs,East,Standard Class,507.36,8,0.24,-30.33,CUST-1436
ORD-00933,2025-10-05,Furniture,Chairs,West,Second Class,656.11,2,0.17,207.57,CUST-1035
ORD-01220,2025-10-05,Furniture,Bookcases,West,First Class,339.34,6,0.27,-40.78,CUST-1600
ORD-00010,2025-10-06,Furniture,Furnishings,South,Same Day,151.44,3,0.07,21.0,CUST-1269
ORD-02033,2025-10-07,Furniture,Chairs,West,Standard Class,645.34,4,0.02,286.65,CUST-1177
ORD-02378,2025-10-07,Furniture,Chairs,South,Same Day,328.14,10,0.02,24.75,CUST-1034
ORD-01668,2025-10-07,Technology,Phones,South,Second Class,808.64,2,0.03,211.03,CUST-1465
ORD-01420,2025-10-08,Technology,Machines,South,Standard Class,706.57,5,0.09,219.81,CUST-1163
ORD-00534,2025-10-08,Office Supplies,Binders,West,Second Class,505.64,8,0.17,113.3,CUST-1040
ORD-02055,2025-10-08,Technology,Machines,West,Same Day,251.92,3,0.19,-33.08,CUST-1637
ORD-00940,2025-10-09,Office Supplies,Storage,East,Second Class,86.75,2,0.16,18.01,CUST-1416
ORD-00139,2025-10-09,Furniture,Furnishings,East,Same Day,447.79,5,0.24,58.92,CUST-1360
ORD-01445,2025-10-10,Office Supplies,Paper,South,Standard Class,23.81,3,0.05,10.33,CUST-1222
ORD-01967,2025-10-10,Office Supplies,Paper,East,Same Day,570.91,4,0.2,30.29,CUST-1106
ORD-00588,2025-10-10,Office Supplies,Art,South,Standard Class,990.39,10,0.0,484.44,CUST-1413
ORD-00503,2025-10-10,Technology,Copiers,South,Second Class,31.14,7,0.11,-5.33,CUST-1920
ORD-01805,2025-10-10,Furniture,Chairs,Central,First Class,809.75,5,0.19,116.98,CUST-1508
ORD-01321,2025-10-10,Office Supplies,Paper,West,First Class,801.79,6,0.14,73.77,CUST-1967
ORD-02146,2025-10-11,Furniture,Chairs,South,First Class,424.21,7,0.08,119.01,CUST-1939
ORD-00665,2025-10-12,Technology,Phones,Central,Same Day,156.47,7,0.11,-0.24,CUST-1291
ORD-03005,2025-10-13,Office Supplies,Binders,Central,Second Class,644.88,2,0.12,53.44,CUST-1147
ORD-00804,2025-10-13,Office Supplies,Storage,East,Same Day,38.62,4,0.27,-8.04,CUST-1567
ORD-02447,2025-10-14,Technology,Machines,South,Standard Class,337.24,9,0.28,-10.2,CUST-1769
ORD-02790,2025-10-16,Technology,Copiers,West,Second Class,44.88,3,0.07,0.24,CUST-1390
ORD-00174,2025-10-16,Technology,Copiers,East,Standard Class,892.42,3,0.21,311.52,CUST-1653
ORD-02239,2025-10-17,Office Supplies,Paper,Central,Standard Class,747.02,2,0.04,226.86,CUST-1927
ORD-02892,2025-10-17,Technology,Accessories,East,Second Class,392.41,7,0.08,163.87,CUST-1379
ORD-01773,2025-10-18,Furniture,Furnishings,East,Standard Class,836.83,3,0.29,236.24,CUST-1584
ORD-01955,2025-10-18,Office Supplies,Paper,East,First Class,538.46,8,0.28,67.96,CUST-1703
ORD-01388,2025-10-18,Technology,Machines,West,Standard Class,327.11,8,0.23,-16.53,CUST-1641
ORD-03095,2025-10-19,Furniture,Tables,Central,Second Class,907.93,7,0.23,-65.36,CUST-1700
ORD-01328,2025-10-19,Furniture,Chairs,Central,First Class,889.93,1,0.22,-128.09,CUST-1417
ORD-01995,2025-10-19,Office Supplies,Storage,Central,Second Class,69.6,1,0.24,-15.1,CUST-1172
ORD-02290,2025-10-20,Technology,Phones,West,First Class,309.49,9,0.14,-71.02,CUST-1504
ORD-03198,2025-10-20,Technology,Accessories,West,First Class,250.34,10,0.12,22.04,CUST-1214
ORD-00968,2025-10-20,Furniture,Bookcases,South,Standard Class,909.4,2,0.13,-77.69,CUST-1503
ORD-02458,2025-10-21,Office Supplies,Paper,Central,First Class,889.39,10,0.25,206.13,CUST-1046
ORD-00377,2025-10-21,Technology,Accessories,East,First Class,630.42,4,0.07,235.45,CUST-1319
ORD-00908,2025-10-21,Furniture,Bookcases,East,Standard Class,681.15,4,0.18,11.24,CUST-1627
ORD-00843,2025-10-21,Technology,Copiers,South,Same Day,479.02,10,0.12,184.19,CUST-1597
ORD-02734,2025-10-21,Office Supplies,Paper,South,Same Day,780.23,2,0.23,-7.7,CUST-1578
ORD-01359,2025-10-21,Technology,Machines,Central,Second Class,846.27,2,0.1,147.09,CUST-1757
ORD-02420,2025-10-21,Furniture,Tables,South,Same Day,382.3,10,0.2,-28.56,CUST-1449
ORD-01336,2025-10-22,Furniture,Furnishings,South,Standard Class,195.87,10,0.12,85.18,CUST-1464
ORD-01058,2025-10-22,Office Supplies,Paper,Central,Second Class,81.91,6,0.11,23.59,CUST-1125
ORD-02923,2025-10-22,Furniture,Furnishings,East,First Class,589.73,9,0.17,236.3,CUST-1863
ORD-00818,2025-10-23,Office Supplies,Storage,Central,First Class,683.37,8,0.15,66.11,CUST-1044
ORD-03234,2025-10-23,Furniture,Chairs,East,Second Class,944.61,1,0.07,407.77,CUST-1589
ORD-03001,2025-10-23,Technology,Machines,South,Same Day,789.64,2,0.29,-56.42,CUST-1609
ORD-01711,2025-10-23,Furniture,Tables,South,Standard Class,515.17,2,0.13,-32.36,CUST-1054
ORD-01964,2025-10-23,Office Supplies,Storage,South,Standard Class,845.8,3,0.03,359.44,CUST-1013
ORD-00085,2025-10-24,Furniture,Furnishings,East,Same Day,419.12,4,0.16,69.75,CUST-1510
ORD-02143,2025-10-24,Technology,Accessories,Central,Standard Class,415.5,5,0.01,-0.56,CUST-1127
ORD-01519,2025-10-25,Furniture,Tables,Central,Standard Class,199.93,6,0.16,4.91,CUST-1270
ORD-02968,2025-10-25,Furniture,Furnishings,South,Standard Class,970.92,6,0.1,-241.27,CUST-1570
ORD-03125,2025-10-26,Office Supplies,Storage,West,Same Day,450.87,9,0.17,-59.23,CUST-1041
ORD-01737,2025-10-26,Furniture,Bookcases,South,Standard Class,826.61,4,0.0,-45.22,CUST-1638
ORD-00520,2025-10-26,Office Supplies,Paper,South,First Class,599.28,5,0.01,205.68,CUST-1390
ORD-02267,2025-10-27,Furniture,Tables,West,Second Class,467.4,3,0.3,30.95,CUST-1553
ORD-00581,2025-10-27,Office Supplies,Storage,East,First Class,480.58,6,0.14,155.65,CUST-1289
ORD-03269,2025-10-27,Technology,Accessories,Central,Standard Class,745.27,6,0.09,268.71,CUST-1216
ORD-02194,2025-10-27,Furniture,Furnishings,West,Standard Class,640.8,4,0.12,-97.1,CUST-1952
ORD-00197,2025-10-27,Technology,Machines,South,Standard Class,957.12,8,0.27,-18.26,CUST-1362
ORD-02076,2025-10-28,Technology,Phones,South,Same Day,498.08,2,0.2,15.14,CUST-1644
ORD-00795,2025-10-28,Furniture,Furnishings,South,Second Class,901.24,6,0.16,353.13,CUST-1911
ORD-00855,2025-10-29,Technology,Phones,East,Second Class,162.15,6,0.17,45.67,CUST-1935
ORD-00636,2025-10-29,Furniture,Chairs,Central,Second Class,107.08,7,0.26,0.03,CUST-1225
ORD-01576,2025-10-30,Furniture,Tables,South,Second Class,706.2,1,0.02,117.75,CUST-1120
ORD-00315,2025-10-30,Office Supplies,Storage,Central,Second Class,83.94,4,0.04,25.47,CUST-1111
ORD-00869,2025-10-31,Technology,Machines,South,Same Day,77.55,9,0.2,16.8,CUST-1448
ORD-02116,2025-11-01,Technology,Accessories,South,First Class,110.51,10,0.26,-1.23,CUST-1702
ORD-00572,2025-11-01,Furniture,Chairs,West,Second Class,727.32,8,0.12,250.8,CUST-1118
ORD-00728,2025-11-01,Office Supplies,Paper,East,Same Day,373.92,7,0.26,126.12,CUST-1905
ORD-02197,2025-11-01,Office Supplies,Binders,Central,Same Day,123.28,1,0.02,21.9,CUST-1224
ORD-02134,2025-11-02,Technology,Phones,East,First Class,290.57,1,0.26,-13.02,CUST-1731
ORD-00109,2025-11-02,Technology,Accessories,East,Same Day,910.29,5,0.19,-152.38,CUST-1046
ORD-00132,2025-11-02,Furniture,Chairs,South,Same Day,183.94,7,0.16,-17.91,CUST-1572
ORD-01734,2025-11-02,Furniture,Bookcases,South,Second Class,914.81,6,0.12,382.31,CUST-1175
ORD-03059,2025-11-02,Technology,Machines,Central,First Class,460.44,5,0.01,-58.42,CUST-1959
ORD-00167,2025-11-02,Technology,Copiers,Central,Same Day,606.6,7,0.05,31.77,CUST-1457
ORD-00040,2025-11-03,Office Supplies,Binders,Central,Standard Class,645.07,7,0.2,193.48,CUST-1339
ORD-02780,2025-11-04,Technology,Phones,South,Same Day,513.14,2,0.26,-48.36,CUST-1636
ORD-00833,2025-11-04,Furniture,Chairs,South,First Class,500.97,1,0.19,103.3,CUST-1477
ORD-00745,2025-11-04,Furniture,Bookcases,East,Same Day,379.82,2,0.25,-50.42,CUST-1083
ORD-02581,2025-11-05,Furniture,Bookcases,East,Standard Class,872.87,3,0.24,71.93,CUST-1928
ORD-03076,2025-11-05,Technology,Accessories,West,Same Day,662.26,7,0.17,126.99,CUST-1267
ORD-02237,2025-11-06,Furniture,Bookcases,East,First Class,13.11,1,0.25,3.98,CUST-1282
ORD-00084,2025-11-06,Office Supplies,Storage,Central,Same Day,815.43,9,0.01,-185.31,CUST-1258
ORD-02878,2025-11-06,Technology,Accessories,South,Standard Class,542.07,8,0.29,-88.68,CUST-1702
ORD-00906,2025-11-07,Furniture,Chairs,South,Same Day,727.97,3,0.01,-145.35,CUST-1543
ORD-00020,2025-11-07,Furniture,Tables,Central,Same Day,222.09,3,0.22,70.32,CUST-1590
ORD-01562,2025-11-08,Technology,Copiers,West,Standard Class,808.13,4,0.07,-212.11,CUST-1494
ORD-01502,2025-11-09,Office Supplies,Binders,West,First Class,207.13,8,0.07,1.9,CUST-1762
ORD-01104,2025-11-09,Furniture,Chairs,East,Second Class,521.1,9,0.22,39.12,CUST-1228
ORD-00355,2025-11-09,Technology,Accessories,East,Same Day,921.63,6,0.01,322.91,CUST-1310
ORD-01452,2025-11-09,Technology,Accessories,West,Standard Class,783.78,10,0.29,-65.03,CUST-1607
ORD-03201,2025-11-10,Office Supplies,Paper,South,First Class,721.08,3,0.29,196.13,CUST-1823
ORD-00989,2025-11-10,Office Supplies,Paper,West,First Class,548.09,5,0.19,-89.47,CUST-1844
ORD-02873,2025-11-10,Office Supplies,Paper,West,Standard Class,776.56,9,0.2,247.33,CUST-1162
ORD-02287,2025-11-10,Office Supplies,Binders,Central,First Class,278.2,3,0.03,57.18,CUST-1306
ORD-00038,2025-11-11,Office Supplies,Paper,Central,Second Class,789.5,2,0.11,-189.03,CUST-1481
ORD-02454,2025-11-12,Technology,Phones,West,First Class,983.29,5,0.22,-99.65,CUST-1684
ORD-02772,2025-11-12,Technology,Accessories,Central,Same Day,904.77,4,0.2,313.89,CUST-1561
ORD-02924,2025-11-13,Technology,Copiers,South,Standard Class,456.99,5,0.19,-30.25,CUST-1936
ORD-01629,2025-11-13,Office Supplies,Paper,South,First Class,692.83,2,0.17,-109.49,CUST-1420
ORD-00565,2025-11-13,Office Supplies,Storage,East,Second Class,202.08,6,0.28,12.12,CUST-1485
ORD-01608,2025-11-13,Office Supplies,Binders,West,First Class,103.37,10,0.0,42.7,CUST-1043
ORD-00618,2025-11-13,Technology,Copiers,South,First Class,635.95,2,0.11,216.59,CUST-1348
ORD-03188,2025-11-14,Technology,Accessories,South,Standard Class,599.05,8,0.22,-45.08,CUST-1778
ORD-01739,2025-11-14,Technology,Accessories,Central,First Class,95.15,6,0.06,-4.82,CUST-1333
ORD-01889,2025-11-15,Technology,Phones,South,First Class,813.05,5,0.22,-4.34,CUST-1938
ORD-01582,2025-11-16,Furniture,Chairs,West,Second Class,517.66,8,0.29,156.51,CUST-1738
ORD-02877,2025-11-16,Furniture,Chairs,West,Standard Class,639.82,2,0.28,-19.39,CUST-1352
ORD-02002,2025-11-16,Furniture,Tables,East,Second Class,55.22,2,0.18,-0.83,CUST-1024
ORD-02391,2025-11-17,Technology,Copiers,Central,First Class,349.48,7,0.07,73.62,CUST-1114
ORD-02011,2025-11-17,Technology,Machines,Central,Standard Class,419.81,7,0.07,186.58,CUST-1771
ORD-02564,2025-11-18,Furniture,Bookcases,East,Same Day,600.84,7,0.29,-64.66,CUST-1068
ORD-00337,2025-11-18,Office Supplies,Binders,Central,Second Class,257.05,2,0.11,75.41,CUST-1737
ORD-00371,2025-11-18,Technology,Phones,West,Standard Class,231.09,5,0.13,82.32,CUST-1380
ORD-01430,2025-11-18,Office Supplies,Storage,South,Standard Class,141.02,6,0.22,15.61,CUST-1500
ORD-02073,2025-11-19,Technology,Phones,South,Second Class,403.67,2,0.07,53.2,CUST-1988
ORD-00149,2025-11-20,Technology,Accessories,South,Second Class,170.62,10,0.24,-21.73,CUST-1448
ORD-02456,2025-11-20,Furniture,Bookcases,East,Second Class,368.95,10,0.08,-98.25,CUST-1325
ORD-01164,2025-11-20,Technology,Phones,East,First Class,741.36,6,0.28,228.75,CUST-1645
ORD-01697,2025-11-20,Furniture,Bookcases,West,Standard Class,404.68,3,0.07,126.84,CUST-1318
ORD-02069,2025-11-20,Furniture,Furnishings,West,First Class,13.81,1,0.1,-1.94,CUST-1250
ORD-02497,2025-11-20,Furniture,Tables,West,First Class,518.48,2,0.12,64.54,CUST-1661
ORD-00708,2025-11-20,Office Supplies,Binders,South,Same Day,217.64,2,0.2,-10.19,CUST-1823
ORD-00626,2025-11-21,Technology,Machines,Central,First Class,976.09,10,0.16,-35.03,CUST-1987
ORD-00235,2025-11-22,Office Supplies,Storage,South,Same Day,176.55,6,0.05,46.33,CUST-1500
ORD-03032,2025-11-22,Office Supplies,Binders,East,Same Day,311.28,7,0.01,72.44,CUST-1814
ORD-00794,2025-11-22,Office Supplies,Storage,West,Second Class,509.72,8,0.23,91.75,CUST-1152
ORD-01724,2025-11-22,Technology,Phones,East,Standard Class,353.31,9,0.15,141.13,CUST-1769
ORD-00058,2025-11-22,Office Supplies,Art,South,Standard Class,836.56,8,0.01,108.94,CUST-1974
ORD-02276,2025-11-22,Office Supplies,Art,East,Second Class,856.76,10,0.15,104.51,CUST-1573
ORD-02029,2025-11-23,Furniture,Furnishings,Central,Second Class,206.98,3,0.16,-30.83,CUST-1812
ORD-00341,2025-11-23,Technology,Machines,East,Same Day,943.02,3,0.18,36.62,CUST-1054
ORD-02927,2025-11-23,Furniture,Chairs,West,First Class,693.12,4,0.13,277.98,CUST-1439
ORD-01464,2025-11-23,Furniture,Furnishings,Central,First Class,497.53,9,0.02,16.13,CUST-1808
ORD-00019,2025-11-23,Furniture,Tables,West,First Class,80.28,1,0.07,31.68,CUST-1880
ORD-00402,2025-11-23,Furniture,Furnishings,East,First Class,774.42,8,0.14,114.19,CUST-1516
ORD-03222,2025-11-23,Furniture,Furnishings,West,Same Day,741.39,1,0.22,-104.3,CUST-1517
ORD-00577,2025-11-24,Technology,Machines,East,Second Class,38.7,1,0.03,-9.65,CUST-1436
ORD-02804,2025-11-24,Furniture,Furnishings,East,First Class,390.52,5,0.08,147.11,CUST-1699
ORD-00502,2025-11-24,Technology,Phones,East,Standard Class,648.13,9,0.24,-98.19,CUST-1238
ORD-00095,2025-11-24,Technology,Machines,East,Standard Class,853.82,9,0.11,-35.47,CUST-1735
ORD-02395,2025-11-25,Technology,Accessories,Central,Same Day,877.64,8,0.24,332.33,CUST-1135
ORD-02439,2025-11-26,Furniture,Bookcases,East,First Class,702.81,3,0.21,27.51,CUST-1715
ORD-02057,2025-11-26,Furniture,Tables,West,First Class,230.8,9,0.23,-47.56,CUST-1279
ORD-01380,2025-11-26,Office Supplies,Binders,Central,First Class,880.51,1,0.29,-157.97,CUST-1382
ORD-00706,2025-11-26,Furniture,Bookcases,Central,Same Day,209.74,2,0.25,20.24,CUST-1294
ORD-00136,2025-11-26,Furniture,Bookcases,West,First Class,515.38,2,0.16,-62.72,CUST-1794
ORD-01937,2025-11-26,Furniture,Furnishings,West,First Class,552.01,7,0.18,-79.82,CUST-1930
ORD-03124,2025-11-27,Technology,Accessories,Central,First Class,773.87,2,0.03,-27.26,CUST-1162
ORD-02311,2025-11-27,Furniture,Furnishings,East,First Class,837.53,8,0.19,102.92,CUST-1176
ORD-00771,2025-11-27,Office Supplies,Binders,Central,Second Class,854.87,9,0.18,-151.9,CUST-1051
ORD-02121,2025-11-28,Furniture,Chairs,East,Same Day,666.94,5,0.27,-79.77,CUST-1301
ORD-03163,2025-11-28,Technology,Phones,West,First Class,65.26,10,0.25,-4.78,CUST-1626
ORD-02863,2025-11-29,Furniture,Chairs,Central,First Class,638.22,10,0.15,26.32,CUST-1986
ORD-00702,2025-11-29,Office Supplies,Binders,South,Standard Class,992.03,7,0.11,202.18,CUST-1253
ORD-00832,2025-11-30,Furniture,Furnishings,South,Standard Class,853.49,10,0.29,116.88,CUST-1428
ORD-00810,2025-11-30,Furniture,Furnishings,Central,First Class,914.88,3,0.19,-221.1,CUST-1487
ORD-02241,2025-11-30,Office Supplies,Art,West,Same Day,855.54,1,0.23,230.36,CUST-1472
ORD-01829,2025-11-30,Furniture,Tables,East,Standard Class,328.01,9,0.03,-10.83,CUST-1849
ORD-02774,2025-12-01,Furniture,Furnishings,Central,First Class,835.29,3,0.1,304.06,CUST-1068
ORD-02982,2025-12-01,Technology,Phones,South,First Class,104.7,1,0.22,12.45,CUST-1508
ORD-01994,2025-12-01,Office Supplies,Storage,Central,First Class,573.88,2,0.17,0.37,CUST-1216
ORD-02826,2025-12-01,Furniture,Tables,West,Same Day,435.54,1,0.19,152.52,CUST-1687
ORD-03038,2025-12-01,Office Supplies,Binders,East,Second Class,572.35,8,0.12,33.54,CUST-1532
ORD-01796,2025-12-02,Technology,Phones,South,First Class,203.53,1,0.12,-39.16,CUST-1055
ORD-02991,2025-12-02,Office Supplies,Storage,South,Second Class,607.57,7,0.11,-114.5,CUST-1925
ORD-01305,2025-12-02,Office Supplies,Art,South,Standard Class,119.92,3,0.26,-21.37,CUST-1793
ORD-03230,2025-12-04,Office Supplies,Binders,Central,Standard Class,519.75,5,0.22,18.24,CUST-1764
ORD-01488,2025-12-04,Technology,Accessories,Central,Second Class,852.59,10,0.04,288.93,CUST-1210
ORD-01155,2025-12-05,Furniture,Furnishings,East,Second Class,387.28,2,0.29,128.38,CUST-1229
ORD-00766,2025-12-05,Office Supplies,Paper,West,Standard Class,922.52,8,0.04,-57.82,CUST-1728
ORD-01424,2025-12-05,Office Supplies,Binders,Central,First Class,185.46,10,0.09,2.51,CUST-1153
ORD-02696,2025-12-06,Furniture,Tables,West,Second Class,852.47,7,0.18,249.32,CUST-1649
ORD-01933,2025-12-06,Furniture,Tables,East,Second Class,197.15,3,0.03,64.3,CUST-1742
ORD-02944,2025-12-07,Furniture,Chairs,West,First Class,311.22,2,0.05,39.76,CUST-1193
ORD-00666,2025-12-07,Office Supplies,Art,South,First Class,223.54,8,0.22,5.66,CUST-1453
ORD-00781,2025-12-08,Technology,Machines,West,Standard Class,93.44,9,0.1,23.55,CUST-1757
ORD-02621,2025-12-08,Furniture,Tables,South,Standard Class,675.91,6,0.28,4.24,CUST-1480
ORD-00184,2025-12-08,Office Supplies,Paper,Central,First Class,325.92,8,0.04,18.67,CUST-1144
ORD-01863,2025-12-08,Furniture,Bookcases,Central,Standard Class,917.62,6,0.08,35.46,CUST-1845
ORD-02710,2025-12-08,Technology,Phones,West,First Class,72.8,3,0.1,32.38,CUST-1112
ORD-01215,2025-12-09,Technology,Machines,West,Second Class,388.63,3,0.28,138.89,CUST-1200
ORD-01065,2025-12-09,Office Supplies,Binders,Central,Same Day,616.2,7,0.09,273.18,CUST-1505
ORD-02738,2025-12-10,Furniture,Tables,Central,Same Day,458.06,7,0.01,99.25,CUST-1048
ORD-02107,2025-12-10,Furniture,Bookcases,East,Same Day,124.5,9,0.1,-0.61,CUST-1086
ORD-03103,2025-12-10,Furniture,Tables,Central,Same Day,276.74,2,0.02,22.67,CUST-1221
ORD-01092,2025-12-11,Office Supplies,Binders,East,Same Day,927.96,3,0.14,-143.5,CUST-1989
ORD-01846,2025-12-11,Furniture,Chairs,East,Same Day,168.66,3,0.04,-28.87,CUST-1185
ORD-00472,2025-12-12,Office Supplies,Paper,South,First Class,701.26,8,0.09,-187.15,CUST-1690
ORD-02215,2025-12-12,Furniture,Chairs,East,Second Class,100.2,6,0.09,20.54,CUST-1285
ORD-02797,2025-12-12,Furniture,Bookcases,Central,Same Day,845.09,1,0.07,32.64,CUST-1926
ORD-00973,2025-12-12,Office Supplies,Storage,East,Same Day,77.03,7,0.16,29.89,CUST-1809
ORD-02006,2025-12-12,Office Supplies,Binders,Central,Standard Class,42.7,7,0.07,-1.91,CUST-1225
ORD-00462,2025-12-13,Office Supplies,Art,West,Second Class,460.21,7,0.17,-34.8,CUST-1416
ORD-01142,2025-12-13,Furniture,Bookcases,Central,Second Class,759.68,6,0.22,116.87,CUST-1886
ORD-02104,2025-12-13,Furniture,Chairs,West,First Class,13.29,4,0.12,2.65,CUST-1969
ORD-00582,2025-12-14,Technology,Accessories,East,Same Day,819.38,2,0.1,161.91,CUST-1811
ORD-00679,2025-12-14,Office Supplies,Art,West,Same Day,890.83,10,0.16,356.26,CUST-1176
ORD-00894,2025-12-14,Technology,Machines,Central,First Class,654.4,7,0.22,-54.17,CUST-1035
ORD-01371,2025-12-14,Technology,Accessories,South,Standard Class,578.52,1,0.14,25.02,CUST-1605
ORD-01799,2025-12-15,Technology,Copiers,South,Same Day,706.37,10,0.08,-179.53,CUST-1123
